,structure,phfreq,phdos
1323,"{'numbers': [3, 30, 33], 'positions': [[6.661338147750939e-16, 2.543233576851694, 2.220446049250313e-16], [6.661338147750939e-16, 7.629700730555085, 2.220446049250313e-16], [0.0, 0.0, 0.0]], 'cell': [[1.1988918055554347, 3.3909781024689263, 2.0765415200000006], [1.1988918055554347, 3.3909781024689263, -2.0765415199999997], [-2.397783611110869, 3.3909781024689263, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0341695638104314, 0.0, 0.05518070003428773, 0.3248977727499762, 0.6039532327816972, 0.5827073511493804, 0.4160859168690149, 0.5474101864546378, 0.9739423957408503, 0.9173246574772934, 0.5255865158196698, 0.07034157021459457, 0.0, 0.0, 0.0, 0.06667111092166492, 0.614348439316821, 1.0, 0.8157239710442574, 0.08716193832357716, 0.0, 0.007383964452883254, 0.025703684737038462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1324,"{'numbers': [20, 51, 51, 8, 8, 8, 8, 8, 8], 'positions': [[0.0, 0.0, 0.0], [-2.6381457299999997, 1.5231341473769628, -2.50800766], [-2.6381457300000006, -1.5231341473769628, -2.5080076600000005], [-0.9683393046336896, 1.677212874591468, -1.4048805548102796], [-3.606485034633689, 2.892189567539419, -1.4048805548102798], [-3.33961285073262, 4.440892098500626e-16, -1.40488055481028], [-1.6698064253663107, -2.8921895675394182, -3.6111347651897208], [-1.9366786092673796, 6.661338147750939e-16, -3.6111347651897208], [-1.6698064253663094, 2.892189567539418, -3.6111347651897203]], 'cell': [[0.0, 0.0, -5.01601532], [-2.6381457300000015, -4.569402442130887, -6.461593447857515e-16], [-2.638145729999999, 4.569402442130887, 3.2307967239287577e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.07468941492643069, 0.0, 0.07495497625446963, 0.300216131692143, 0.4602820278609868, 0.4959374068935876, 0.32843233771331803, 0.4268577800903137, 0.565515061918105, 0.7559782049347264, 0.8155222510741923, 0.6007757079163706, 0.47405720388076156, 0.5430247900632736, 0.7813056531196421, 0.6840264319748727, 0.41715445714505944, 0.28203132931139213, 0.20676886162942013, 0.14811689756507843, 0.013653509749809584, 0.0, 0.0, 0.1433256973852407, 0.27091863756981865, 0.5845964779639935, 0.7967862833822614, 0.983012461615451, 0.7765439129405792, 0.32448399995733185, 0.36076034852170047, 0.7826746491521097, 1.0, 0.6337509565647343, 0.09911075180164194, 0.0, 0.0, 0.0, 0.0, 3.47421552001472e-40, 5.119473103451304e-40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1325,"{'numbers': [38, 51, 51, 8, 8, 8, 8, 8, 8], 'positions': [[0.0, 0.0, 0.0], [-2.6555228349999993, 1.533166823626448, -2.68315115], [-2.6555228350000006, -1.5331668236264484, -2.6831511500000005], [-0.9983305322040755, -1.7291592045247357, -1.5644273769144004], [-3.3143846055918504, 0.0, -1.5644273769144004], [-3.6538533672040763, -2.87034126635461, -1.5644273769144006], [-1.9966610644081497, -6.661338147750939e-16, -3.8018749230856], [-4.3127151377959265, -1.729159204524735, -3.8018749230856006], [-1.657192302795926, -2.8703412663546106, -3.8018749230856006]], 'cell': [[-2.6555228350000015, -4.599500470879346, -6.50415507989091e-16], [-2.655522834999999, 4.599500470879346, 3.252077539945455e-16], [0.0, 0.0, -5.3663023]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.05901508352665244, 0.0, 0.14801197578568953, 0.34035587379387905, 0.54276210078731, 0.7479031668369037, 0.796867291612874, 0.6047191175530107, 0.28237999452634643, 0.40669167998165134, 0.5071438868947828, 0.5296502718912949, 0.4896893447422731, 0.646064992015065, 0.6129981842403778, 0.41891749943862194, 0.34361804002240226, 0.2881674256881632, 0.15929701122211337, 0.06861845274917434, 0.0, 0.0, 0.008892749973607866, 0.17651408707494654, 0.28332533004184923, 0.6087564484040042, 0.7231850890872541, 0.8816086268612744, 0.6612689695886607, 0.2907796433349102, 0.3582897390782537, 0.8223984588149429, 1.0, 0.590522994292676, 0.0, 0.0, 0.0, 0.0, 9.625355255140979e-42, 1.84559957374627e-39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1326,"{'numbers': [56, 51, 51, 8, 8, 8, 8, 8, 8], 'positions': [[0.0, 0.0, 0.0], [-2.6728317900000005, -1.54316015345509, -2.8840827650000005], [-2.67283179, 1.543160153455089, -2.884082765], [-3.700361879188649, 2.849746139584747, -1.7506093975273498], [-3.2906034016227, 4.440892098500626e-16, -1.7506093975273493], [-1.0275300891886496, 1.7797343207805216, -1.750609397527349], [-2.0550601783772997, 4.440892098500626e-16, -4.01755613247265], [-1.6453017008113493, 2.8497461395847457, -4.01755613247265], [-1.6453017008113509, -2.8497461395847465, -4.01755613247265]], 'cell': [[-2.6728317900000014, -4.629480460365269, -6.546549792565581e-16], [-2.6728317899999987, 4.629480460365269, 3.2732748962827907e-16], [0.0, 0.0, -5.76816553]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.044912111684154446, 0.0, 0.28270459963448646, 0.6286006746690947, 0.8496126640040357, 0.7556073387175001, 0.5618856188898569, 0.23737965940737074, 0.32344307178775733, 0.4772285207148994, 0.6018994341603193, 0.6315097080568727, 0.5186572798228044, 0.5856955352904685, 0.4803777505485519, 0.37224798346060206, 0.38543863095248393, 0.2831255857031607, 0.12584178521068604, 0.007498736222110069, 0.0, 0.0, 0.0800705562759597, 0.22658696304427295, 0.41737232079933867, 0.7593348865775278, 0.76022352479676, 0.7834628655221348, 0.45431970217013806, 0.30585513644321716, 0.47515624519630445, 0.9755461440391844, 1.0, 0.47091512102938843, 0.0, 0.0, 0.0, 0.0, 1.6338578939896511e-40, 1.4065247597203107e-40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1327,"{'numbers': [3, 15, 9, 9, 9, 9, 9, 9], 'positions': [[2.916130222353681, 2.033857138611452, -4.961379708607064], [0.0, 0.0, 0.0], [1.9797161958833782, 2.8188975201155317, -3.3228718696299717], [4.304413822191773, 3.5324193491974785, -4.891755608067907], [4.089641647800498, 0.883877703012042, -3.745531938532201], [1.5278466225155902, 0.5352949280254252, -5.031003809146218], [1.742618796906864, 3.183836574210862, -6.177227478681925], [3.852544248823983, 1.2488167571073718, -6.599887547584153]], 'cell': [[1.497615085899305, 4.067714277222904, -2.409541413607063], [4.334645358808057, -0.0, -2.409541413607063], [-0.0, -0.0, -5.10367659]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.19597398345763137, 0.0, 0.10427615487025721, 0.629098033499469, 1.0, 0.8582070772821395, 0.27169693688681656, 0.010443786623736732, 0.0, 0.0, 0.0025887430714095767, 0.31335411200674074, 0.4009462481369394, 0.38241076572257277, 0.5168793156121818, 0.7011302261472507, 0.5067237334925507, 0.0001027326035006601, 0.023030710549024596, 0.0, 0.0, 0.3745932470336828, 0.6064761266764293, 0.5123833231996354, 0.004703973629350174, 0.038028705163041285, 0.6450088795966527, 0.9121736628968392, 0.6958967881576457, 0.08382139842249567, 0.00018598639890657944, 0.0, 0.0, 0.0, 0.0, 0.14599506644215884, 0.20609982536732846, 0.12185327899085399, 0.07010135077152344, 0.27401214994129847, 0.35707458191534375, 0.25394631675009977, 0.09680235237521385, 0.11138198909374952, 0.14996972518666157, 0.09962259522052645, 0.03435977475193492, 0.0, 0.0, 0.0, 0.0]"
1328,"{'numbers': [3, 33, 9, 9, 9, 9, 9, 9], 'positions': [[2.9963245709771846, 2.0814001352638676, -5.072184722239305], [0.0, 0.0, 0.0], [1.0802949943832068, 1.3710390830996622, -5.165994201000903], [3.632649138849362, 0.5338125298908535, -6.2488945544147505], [2.66157993761077, 3.2178695859195625, -6.7398074611341015], [2.360000003105009, 3.6289877406368816, -3.895474890063859], [3.3310692043436005, 0.9449306846081728, -3.4045619833445055], [4.912354147571164, 2.791761187428073, -4.978375243477707]], 'cell': [[1.550477694093755, 4.162800270527735, -2.440883382239305], [4.442171447860615, -0.0, -2.440883382239305], [-0.0, -0.0, -5.26260268]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.11979209219314267, 0.0, 0.17971573548778472, 0.6695487967418463, 1.0, 0.7751998079873939, 0.26196895174879536, 0.0, 0.0, 0.0, 0.3201154352785717, 0.8594970026390727, 0.9231152422807134, 0.47513764245701373, 0.08158439232241077, 0.0642264698821786, 0.46934067630841836, 0.6996672499954816, 0.8042497923586478, 0.5519423790892176, 0.3899197606092255, 0.10406989674888581, 0.0, 0.0, 0.0, 0.0, 0.16255782662733384, 0.3546483776404721, 0.3532332270287052, 0.13533680505107246, 0.0, 0.15349606228759233, 0.5158206027405959, 0.5983780981812047, 0.4348354528310104, 0.10152150064649368, 0.1289844932796321, 0.03219059881954038, 0.0, 0.0, 0.0, 0.0, 3.683045218456568e-73, 7.040798396486475e-73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1329,"{'numbers': [3, 29, 8, 8], 'positions': [[-2.85435650432646, 0.0, 1.3543754471677532], [0.0, 0.0, 0.0], [-3.8674260082748795, 0.9869715806761009, -0.2335999979725778], [-3.115429234636096, 1.3900589017668459, 2.9423508923080854]], 'cell': [[-1.2741422342580557, 2.377030482442947, 0.0], [-2.85435650432646, 0.0, -1.3898610078322464], [-2.85435650432646, 0.0, 4.098611902167753]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.012910410161549573, 0.041697059142807254, 0.11132321456680946, 0.2273796024482372, 0.3927570872847082, 0.579908589737229, 0.5961274256320949, 0.4928493724263735, 0.4050548542607225, 0.4473936838871011, 0.5593903289105426, 0.627034579828974, 0.6227491192301282, 0.6541580168506697, 0.7657667643371703, 0.9956135117543704, 1.0, 0.7413657625126745, 0.3660820216335825, 0.1699083780606213, 0.06731566438687682, 0.02990643916680627, 0.08637505142262134, 0.21322383230853792, 0.37361833000348293, 0.35269366338237107, 0.15305348545824715, 0.3261021692516702, 0.6156409684051789, 0.8306322983862416, 0.7227026146947152, 0.6268356436206123, 0.44753120223053544, 0.21663834944803884, 0.050618678577949335, 0.0, 0.0, 0.0, 0.0, 0.0, 1.051708749675565e-49, 3.2216272654083707e-51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1330,"{'numbers': [12, 6, 7, 7], 'positions': [[0.0, 0.0, 0.0], [2.2274318034752976, 1.3843487395896308, -3.5871999550483253], [1.8404467116667127, 1.1438375269682868, -4.7306312679644495], [2.614416895283881, 1.6248599522109748, -2.443768642132202]], 'cell': [[1.367059140297305, 2.7686974791792616, -1.0450424800483251], [3.087804466653289, -0.0, -1.0450424800483251], [-0.0, -0.0, -5.08431495]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.012517040987083615, 0.0324054741124038, 0.05538055799182237, 0.07843310450544473, 0.10541189101542223, 0.13799086627021653, 0.17746468152520536, 0.25683360109802067, 0.3629672693657819, 0.46517145547485855, 0.5785480518011409, 0.7100705606569687, 0.7028167973182328, 0.6202997256955827, 0.7374034480280403, 1.0, 0.9524976552559972, 0.6274766838379576, 0.40464327436859343, 0.3390459628490941, 0.25668487207882373, 0.09280880880359253, 0.0264898484953783, 0.002030567186008973, 0.004062932423780619, 0.0009947933692283774, 0.0, 0.0, 0.0, 0.0, 0.010945520905358858, 0.37511416261244535, 0.8386167484072043, 0.7942269822017501, 0.2629218981026212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1331,"{'numbers': [56, 56, 29, 29, 34, 34, 9, 9], 'positions': [[-1.2776636603465977e-16, 2.086583105, 6.10000976755938], [2.086583105, 0.0, 2.96667300244062], [2.086583105, 2.086583105, 2.5553273206931955e-16], [0.0, 0.0, 0.0], [-1.2776636603465977e-16, 2.086583105, 1.37553364308501], [2.086583105, 0.0, 7.69114912691499], [0.0, 0.0, 4.533341385], [2.086583105, 2.086583105, 4.533341385]], 'cell': [[4.17316621, 0.0, 2.5553273206931955e-16], [-2.5553273206931955e-16, 4.17316621, 2.5553273206931955e-16], [0.0, 0.0, 9.06668277]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.045433136084240495, 0.22657240831089065, 0.4709046126038283, 0.9292882760912102, 1.0, 0.8553870843493698, 0.5995915887101729, 0.7675009718187833, 0.9085592421331131, 0.577709045089602, 0.47697579683898045, 0.3780466149903809, 0.43410422668465853, 0.33917931547870067, 0.29038194084950397, 0.15881668273440291, 0.023184944136642006, 0.0, 0.01447173803378453, 0.006955712624570359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1332,"{'numbers': [26, 14, 14, 14, 14, 15, 15, 15, 15], 'positions': [[0.0054297389817614585, -0.01213082605970638, -0.004988330856890566], [4.47333741296634, -4.028070266999631, -2.859047920364917], [1.692632230576588, -1.7530388078601478, -3.1692620835470273], [2.6154499598426515, -3.1046020842080453, -6.220933132824582], [5.567133119080513, -5.031195472574584, -6.151152397945303], [0.7149681302707698, -0.04791831419237111, -2.127071292684887], [3.6002442141909063, -2.0559061326551755, -2.008259837819243], [4.578820504847428, -3.315779806406859, -5.046601648527581], [1.8569237063930755, -1.1191540231170487, -5.324612260589961]], 'cell': [[4.502547070929959, -0.0, -1.77953700072425], [1.8001092782405563, -5.170855097914147, -0.4467399135540863], [-0.0, -0.0, -6.02324018]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.0033134009928691846, 0.01141497184982709, 0.02786660171993282, 0.053368532517834195, 0.1143054119041532, 0.25985902739395333, 0.47289180038407763, 0.6501244312777684, 0.7109402646045446, 0.6706018945544389, 0.6071982614531386, 0.5606123112254886, 0.44587459424734954, 0.32097783695545, 0.3160872656820209, 0.490226645038934, 0.5507556876682899, 0.39340947297854867, 0.34747086815545986, 0.5713487884165551, 0.9626687261558117, 1.0, 0.7841163379762279, 0.7464051074719297, 0.6208513830032704, 0.3410531995287484, 0.09536193810039995, 0.0, 0.0, 1.521822296099502e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1333,"{'numbers': [19, 19, 19, 79, 8], 'positions': [[-1.5906078215011539e-16, 2.597659705, 2.597659705], [2.597659705, 2.597659705, 3.1812156430023077e-16], [2.597659705, 0.0, 2.597659705], [0.0, 0.0, 0.0], [2.597659705, 2.597659705, 2.5976597050000003]], 'cell': [[5.19531941, 0.0, 3.1812156430023077e-16], [-3.1812156430023077e-16, 5.19531941, 3.1812156430023077e-16], [0.0, 0.0, 5.19531941]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.7669397487928069, 1.0, 0.8220026494902977, 0.4058030181713888, 0.37852919264896034, 0.42004389380233537, 0.3745540264078826, 0.24980764526307825, 0.12531595837637896, 0.0564585488116289, 0.10108823174498603, 0.19482520701293074, 0.3586802161636006, 0.31005828155380594, 0.17805189469184915, 0.04274260568272334, 0.0, 0.009722652873072205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1334,"{'numbers': [19, 19, 34, 34, 8, 8, 8, 8, 9, 9], 'positions': [[1.5104918075, 1.4100195845625068, -0.7690360883590299], [4.5314754225, 2.833384675522982, -4.984994389524563], [1.5104918075, 0.3416534505965231, -4.5243022137212], [4.5314754225, 3.901750809488967, -1.229728264162393], [3.20480442600552, 3.596204485741511, -0.29431767918154605], [0.18382081100552, 0.6471997743439787, -5.459712798702047], [2.8371628039944805, 0.6471997743439787, -5.459712798702047], [5.85814641899448, 3.596204485741511, -0.29431767918154583], [1.5104918074999998, 2.675390004707219, -3.2932718377074828], [4.5314754225, 1.5680142553782699, -2.46075864017611]], 'cell': [[-2.5983357223009683e-16, 4.243404260085489, 1.3762991621164073], [6.04196723, -0.0, 3.69963791438635e-16], [-0.0, -0.0, -7.13032964]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.17358256705415143, 0.45641437966701226, 0.6513028981402056, 0.7444082576660717, 0.962704959402167, 1.0, 0.6543766948070526, 0.16414861355122515, 0.0, 0.0, 0.015520052056903592, 0.1730440594303437, 0.22451300432453186, 0.31713419757370753, 0.19214496275831353, 0.16160104923232774, 0.0, 0.1659144493649937, 0.2887013313884354, 0.2608605453340984, 0.16097976527104604, 0.09706213077358888, 0.08075500020817648, 0.01879918340948426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017377927316177447, 0.2365672209310593, 0.40810259221941864, 0.34675166784276856, 0.09898127877464845, 0.0, 0.0, 0.0, 0.0, 0.0]"
1335,"{'numbers': [72, 28, 50], 'positions': [[0.0, 0.0, 0.0], [2.220446049250313e-16, 7.860540398965995, 1.5543122344752192e-15], [2.220446049250313e-16, 5.24036026597733, 2.220446049250313e-15]], 'cell': [[1.2351647599777036, 3.4935735106515535, 2.1393681200000003], [1.2351647599777036, 3.4935735106515535, -2.1393681199999994], [-2.4703295199554067, 3.4935735106515535, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.06149375204467662, 0.029670028236485905, 0.20190747895527295, 0.5871398037401324, 0.7677478332340557, 0.6970431325833337, 0.8395665858478891, 1.0, 0.5313660979811121, 0.5177674196726854, 0.9208040726303297, 0.9897038042642236, 0.45752201925439256, 0.0, 0.02118467128823938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1336,"{'numbers': [40, 28, 50], 'positions': [[0.0, 0.0, 0.0], [2.220446049250313e-16, 7.889443967641306, 4.440892098500626e-16], [0.0, 5.25962931176087, 0.0]], 'cell': [[1.2397065176245488, 3.506419541173914, 2.1472346750000004], [1.2397065176245488, 3.506419541173914, -2.1472346749999995], [-2.479413035249097, 3.506419541173914, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.014535782259467004, 0.02919555599045561, 0.04563052970909152, 0.2654408186765638, 0.5350265975628454, 0.5972661164051017, 0.47247823479387224, 0.5600483558829236, 0.5910627248453694, 0.9482129074112782, 1.0, 0.7964952658756413, 0.3987491315050672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
